category,kind,directory,asset,model,author,license,confidence,score,faces,url
Starships,individual,Individuals/079,079,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/1-138,1-138,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/10114,10114,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/10127,10127,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/10291,10291,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/124,124,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/13X,13X,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/327-A,327-A,Naboo Royal Starship (J-type 327 Nubian),hobbit84,,strong,0.769,,https://sketchfab.com/3d-models/none-f631077977754b5591298ecfa201380b
Starships,individual,Individuals/337,337,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/49AX3,49AX3,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/5-A,5-A,LEGO Star Wars Darth Vader,Gisduyg,,exact,1.0,,https://sketchfab.com/3d-models/none-fcc27b9d42db4bf99b7d229fca964424
Starships,individual,Individuals/622,622,Venator-Class Star Destroyer,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-5c2d88be90384395a2b4c23c7203e7d6
Starships,individual,Individuals/688,688,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/775519,775519,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/775519 (Legends),775519,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/836-VS,836-VS,Star Wars: Gamma-class Assault Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1a0571dca4c0436d8faff6fdbb948c17
Starships,individual,Individuals/AA-589 (Legends),AA-589,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/AG-37's freighter,AG-37's freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/AL6-KM44,AL6-KM44,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/ALC-9,ALC-9,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/AZ 7-62,AZ 7-62,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/AZ 7-81,AZ 7-81,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Aay'han,Aay'han,Star Wars Episode I The Phantom Menace - AAT,Diddy_Blud_117,,weak,0.5,,https://sketchfab.com/3d-models/none-153403fa88044e50942ce31c097da370
Starships,individual,Individuals/Aayla Secura's Acclamator-class assault ship,Aayla Secura's Acclamator-class assault ship,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Aayla Secura's Eta-2 Actis-class interceptor,Aayla Secura's Eta-2 Actis-class interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Aayla Secura's Eta-2 Actis-class interceptor (Legends),Aayla Secura's Eta-2 Actis-class interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Abolisher (EF76 Nebulon-B escort frigate),Abolisher,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Abolisher (escort carrier),Abolisher,Star Wars: Quartermaster-class Supply Carrier,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-6ee2bc9379dd44aab85988d2716bad93
Starships,individual,Individuals/Abron Mar's R-41 Starchaser,Abron Mar's R-41 Starchaser,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Absolution,Absolution,Donachet Battlecruiser,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-44a6db481777492c8bd027e2b26054c1
Starships,individual,Individuals/Ace's XS stock light freighter,Ace's XS stock light freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Acheron,Acheron,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Acidity,Acidity,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ackbar's transport,Ackbar's transport,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Ackyuna,Ackyuna,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Active,Active,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Aculeus,Aculeus,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Acushnet,Acushnet,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Acushnet (Legends),Acushnet,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Adamantine,Adamantine,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Adarga,Adarga,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Adi Gallia's Jedi Starfighter,Adi Gallia's Jedi Starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Adi Gallia's Jedi Starfighter (Legends),Adi Gallia's Jedi Starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Adi Gallia's flagship,Adi Gallia's flagship,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Adi Gallia's flagship (Legends),Adi Gallia's flagship,Venator-Class Star Destroyer,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-5c2d88be90384395a2b4c23c7203e7d6
Starships,individual,Individuals/Adjudicator,Adjudicator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Admiral Ackbar (Victory-class),Admiral Ackbar,Admiral Ackbar,Olof Moleman,,exact,1.0,,https://sketchfab.com/3d-models/none-dacf4cd9ba8c4aa4b0e5c4e4fe538b8b
Starships,individual,Individuals/Admiral Utu's ship,Admiral Utu's ship,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Admonitor,Admonitor,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Adon Fox's wife's transport,Adon Fox's wife's transport,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Advent,Advent,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Adventure,Adventure,- Doctor Who The Adventure Games - Daleks,S🅾️Meme star wars,,exact,1.0,,https://sketchfab.com/3d-models/none-d196035a3f414bd0b6871d02f2ebb702
Starships,individual,Individuals/Adventurer (Crescent-class),Adventurer,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Adversary (Star Destroyer),Adversary,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Aelos (frigate),Aelos,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Aeon Ranger,Aeon Ranger,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Aerie,Aerie,Qasar-Fire Cruiser-Carrier,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-a506dd65a23d40efa85bcc5adba67285
Starships,individual,Individuals/Aftab Ackbar's MC95 Star Cruiser,Aftab Ackbar's MC95 Star Cruiser,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aggressor (Acclamator-class),Aggressor,Star Wars: TIE/ag Aggressor,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-31f39b9ffa6a458a8a51927057c27af3
Starships,individual,Individuals/Aggressor (Executor-class),Aggressor,Star Wars: TIE/ag Aggressor,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-31f39b9ffa6a458a8a51927057c27af3
Starships,individual,Individuals/Aggressor (Imperial I-class),Aggressor,Star Wars: TIE/ag Aggressor,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-31f39b9ffa6a458a8a51927057c27af3
Starships,individual,Individuals/Aggressor (Rishi),Aggressor,Star Wars: TIE/ag Aggressor,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-31f39b9ffa6a458a8a51927057c27af3
Starships,individual,Individuals/Aggressor (Victory-class),Aggressor,Star Wars: TIE/ag Aggressor,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-31f39b9ffa6a458a8a51927057c27af3
Starships,individual,Individuals/Agincourt,Agincourt,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Agitator,Agitator,Star Wars; CR90 Corvette,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-6356d19e87494ad8b6f55d0f0e9ec8a7
Starships,individual,Individuals/Agonizer (starship),Agonizer,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Agricultural freighter,Agricultural freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Ahr's Venator-class Star Destroyer,Ahr's Venator-class Star Destroyer,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ahsoka Tano's Eta-2 Actis-class interceptor,Ahsoka Tano's Eta-2 Actis-class interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Ahsoka Tano's Eta-2 Actis-class interceptor (Legends),Ahsoka Tano's Eta-2 Actis-class interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Ahsoka Tano's corvette,Ahsoka Tano's corvette,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Ahsoka's Delta-7B Jedi Starfighter,Ahsoka's Delta-7B Jedi Starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Ahsoka's Delta-7B Jedi Starfighter (Legends),Ahsoka's Delta-7B Jedi Starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Airship (Dantooine),Airship,Airspeeder,dylanheyes,,exact,1.0,,https://sketchfab.com/3d-models/none-b9750cb9f120484a9c0bd9e85e0af6e6
Starships,individual,Individuals/Akaga,Akaga,Star Destroyer Hallway,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-eba38859a8484637a5d61f7e9e769a7d
Starships,individual,Individuals/Akar-Deshu's Eta-2 Actis-class light interceptor,Akar-Deshu's Eta-2 Actis-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Aken (Acclamator-class),Aken,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Albedo Brave,Albedo Brave,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Alert,Alert,DP-20 Corellian Gunship,Khvostik,,inherited,1.0,,https://sketchfab.com/3d-models/none-567a3d650f1540d0b0abfe46623f677a
Starships,individual,Individuals/Allecto,Allecto,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Allegiance,Allegiance,Qasar-Fire Cruiser-Carrier,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-a506dd65a23d40efa85bcc5adba67285
Starships,individual,Individuals/Allegiance (Imperial I-class),Allegiance,Low Poly: Imperial I Class Star Destroyer,David Onizaki,,inherited,1.0,,https://sketchfab.com/3d-models/none-f74ee8ea46214ba88f11d00d8dd29d42
Starships,individual,Individuals/Alliance (Imperious-class),Alliance,Star Wars - Rebel Alliance RZ-1 A-Wing,JD24,,exact,1.0,,https://sketchfab.com/3d-models/none-f092617b7d904497ae3d5dbee797c40d
Starships,individual,Individuals/Alliance (MC80 Star Cruiser),Alliance,Star Wars - Rebel Alliance RZ-1 A-Wing,JD24,,exact,1.0,,https://sketchfab.com/3d-models/none-f092617b7d904497ae3d5dbee797c40d
Starships,individual,Individuals/Alliance I,Alliance I,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,weak,0.5,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Almirante,Almirante,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aluma,Aluma,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Amalthea,Amalthea,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Amber Star,Amber Star,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Amberhawk,Amberhawk,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Ambition,Ambition,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Ambria's Fury,Ambria's Fury,STAR WARS DROIDE B2 BY OSCAR CREATIVO,OSCAR CREATIVO,,inherited,1.0,,https://sketchfab.com/3d-models/none-bb52ea58e9f04427b9b9bf4b829e0810
Starships,individual,Individuals/Amerce,Amerce,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Amity,Amity,Space Battleship Yamato 2205,DJ-CheeF,,inherited,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,individual,Individuals/Ammuud Swooper,Ammuud Swooper,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Amos Tillian and Kam's shuttle,Amos Tillian and Kam's shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Ana Tolla's ship,Ana Tolla's ship,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Anakin Skywalker's Acclamator-class assault ship (Kiros),Anakin Skywalker's Acclamator-class assault ship,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Anakin Skywalker's Acclamator-class assault ship (Teth),Anakin Skywalker's Acclamator-class assault ship,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Anakin Skywalker's Acclamator-class assault ship (Teth) (Legends),Anakin Skywalker's Acclamator-class assault ship,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Anakin Skywalker's Delta-7B Aethersprite-class light interceptor,Anakin Skywalker's Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Anakin Skywalker's Delta-7B Aethersprite-class light interceptor (Legends),Anakin Skywalker's Delta-7B Aethersprite-class light interceptor,Star Wars: TIE/in Interceptor,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-80171ec2930b4949836bcf24d9694c41
Starships,individual,Individuals/Anakin Skywalker's Eta-2 Actis-class interceptor,Anakin Skywalker's Eta-2 Actis-class interceptor,SWBF2(Custom) - Anakin's Eta-2 Actis Interceptor,Zorg_Sinister,,strong,0.955,,https://sketchfab.com/3d-models/none-b76f59276bc444458d5faaa9e6321cfc
Starships,individual,Individuals/Anakin Skywalker's Eta-2 Actis-class interceptor (Legends),Anakin Skywalker's Eta-2 Actis-class interceptor,SWBF2(Custom) - Anakin's Eta-2 Actis Interceptor,Zorg_Sinister,,strong,0.955,,https://sketchfab.com/3d-models/none-b76f59276bc444458d5faaa9e6321cfc
Starships,individual,Individuals/Anakin Skywalker's N-1 starfighter,Anakin Skywalker's N-1 starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Anakin Skywalker's red Delta-7 Aethersprite-class light interceptor,Anakin Skywalker's red Delta-7 Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Anakin Skywalker's red Delta-7B Aethersprite-class light interceptor,Anakin Skywalker's red Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Anakin Solo (starship),Anakin Solo,Darth Vaders Lightsaber - Blender 2.90,Darth Iron,,weak,0.5,,https://sketchfab.com/3d-models/none-489bedad97b14989b99a7ea47096410a
Starships,individual,Individuals/Anakin's flagship,Anakin's flagship,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Anakin's shuttle,Anakin's shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Anakin's shuttle (Legends),Anakin's shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Annihilator,Annihilator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Annihilator (Executor-class) (Legends),Annihilator,Star Wars Dreadnought,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-d146d98ea3b346548f463181331b9e70
Starships,individual,Individuals/Annihilator (Imperial I-class),Annihilator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Annihilator (starship),Annihilator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Anodyne (Nebulon-C),Anodyne,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Anterab,Anterab,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Anvil,Anvil,Star Wars: Gozanti-Class Cruiser,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-6a587e545b1c48bea95480b49458ac63
Starships,individual,Individuals/Anvil (Acclamator-class),Anvil,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Anya Karu,Anya Karu,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ao Var,Ao Var,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Apailana's Promise,Apailana's Promise,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Apogee,Apogee,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Aquilifer,Aquilifer,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ar'alani's transport ship,Ar'alani's transport ship,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Arabu,Arabu,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Aralanni,Aralanni,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aramadia (Super Star Destroyer),Aramadia,Star Wars - Executor Super Star Destroyer,Admiral_Forever,,inherited,1.0,,https://sketchfab.com/3d-models/none-df018bc2cecc4a5182fde06ddc9b1496
Starships,individual,Individuals/Aratech (Star Galleon-class),Aratech,Star Wars Aratech 74z Speeder Bike,tegnemaskin,,exact,1.0,,https://sketchfab.com/3d-models/none-efbdcedb6f0a483b9046daa716d1ff6a
Starships,individual,Individuals/Arbiter (Star Destroyer),Arbiter,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Arbitrage,Arbitrage,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Arbitrator,Arbitrator,Star Wars Dreadnought,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-d146d98ea3b346548f463181331b9e70
