category,kind,directory,asset,model,author,license,confidence,score,faces,url
Starships,individual,Individuals/SW-0222,SW-0222,Separatist Supply Ship,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-19b6006eb6e6405b84e828b552af4abf
Starships,individual,Individuals/Sa Nalaor,Sa Nalaor,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Sa Nalaor (Legends),Sa Nalaor,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Saak'ak (Legends),Saak'ak,Space Battleship Yamato 2205,DJ-CheeF,,inherited,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,individual,Individuals/Saber 1,Saber 1,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saber 2,Saber 2,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saber 3,Saber 3,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saber 4,Saber 4,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Sable II,Sable II,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Sable III,Sable III,Star Wars; CR90 Corvette,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-6356d19e87494ad8b6f55d0f0e9ec8a7
Starships,individual,Individuals/Sabra,Sabra,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Sabre,Sabre,Star Wars Battlefront 2  IFT-X TX-130 Sabre Tank,Neut2000,,exact,1.0,,https://sketchfab.com/3d-models/none-a92fb4aaef14490f881e8b03dcd98a80
Starships,individual,Individuals/Sabé's H-type Nubian yacht,Sabé's H-type Nubian yacht,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Sabé's shuttle,Sabé's shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Saché's transport,Saché's transport,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Saesee Tiin's Delta-7 Aethersprite-class light interceptor,Saesee Tiin's Delta-7 Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saesee Tiin's Delta-7B Aethersprite-class light interceptor,Saesee Tiin's Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saesee Tiin's Delta-7B Aethersprite-class light interceptor (Legends),Saesee Tiin's Delta-7B Aethersprite-class light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Saesee Tiin's Eta-2 Actis-class interceptor,Saesee Tiin's Eta-2 Actis-class interceptor,Anakin's Jedi Starfighter - Star Wars,Quiznos323,,weak,0.697,,https://sketchfab.com/3d-models/none-27c14b58ffd343edabea8bea7b595005
Starships,individual,Individuals/Safonne's Sword,Safonne's Sword,Star Wars; CR90 Corvette,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-6356d19e87494ad8b6f55d0f0e9ec8a7
Starships,individual,Individuals/Salaban's Hope,Salaban's Hope,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Salliche (frigate),Salliche,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Saloon,Saloon,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Saltbarrel,Saltbarrel,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Salvation (Corellian Star Shuttle),Salvation,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/San Tekka family yacht,San Tekka family yacht,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Sanction,Sanction,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Sanctuary (starship),Sanctuary (starship),Warmia. Gietrzwałd. Sanktuarium,swietawarmia.pl,,exact,1.0,,https://sketchfab.com/3d-models/none-cf1f43683f8b4b739e1d39d6d2bd4dff
Starships,individual,Individuals/Sand Bird,Sand Bird,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Sapphire Rayburst,Sapphire Rayburst,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Sapphire Rogue,Sapphire Rogue,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Sargantuan,Sargantuan,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Sargantuan (Legends),Sargantuan,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Sarissa,Sarissa,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Sark-I,Sark-I,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Sate Pestage's yacht,Sate Pestage's yacht,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Satellite Liberator,Satellite Liberator,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Sato's Hammer,Sato's Hammer,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Savrip (starship),Savrip,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Saw's shuttle,Saw's shuttle,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Scarlet Dominion,Scarlet Dominion,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Scarlet Thranta,Scarlet Thranta,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Scarlet Vertha,Scarlet Vertha,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Scepter (Imperial-class),Scepter,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Scimitar,Scimitar,Star Wars: TIE Scimitar,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-ba777fa5b2ba41698558d46090db28d6
Starships,individual,Individuals/Scimitar (Legends),Scimitar,Star Wars: TIE Scimitar,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-ba777fa5b2ba41698558d46090db28d6
Starships,individual,Individuals/Scimitar 1 (Legends),Scimitar 1,TIE bomber,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-dab029b751bd4cc293b66e3cc013e3a0
Starships,individual,Individuals/Scipio (H-2 executive shuttle),Scipio,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Scipio (H-2 executive shuttle) (Legends),Scipio,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Scipion,Scipion,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Scopium,Scopium,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Scourge (Broadside-class),Scourge,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Scourge (Victory I-class),Scourge,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Scourge 01,Scourge 01,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Scourge One,Scourge One,STAR WARS DROIDE B2 BY OSCAR CREATIVO,OSCAR CREATIVO,,inherited,1.0,,https://sketchfab.com/3d-models/none-bb52ea58e9f04427b9b9bf4b829e0810
Starships,individual,Individuals/Scream of Ragnos,Scream of Ragnos,Harrrower Class Dreadnaught,Kalashnikov 3D,,inherited,1.0,,https://sketchfab.com/3d-models/none-6e230cc7f6b84649bbab92a5f5ee6347
Starships,individual,Individuals/Scupper,Scupper,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Scutz,Scutz,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Scylla (frigate),Scylla,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Scythe (Phi-class),Scythe,(FREE) Death Saber Scythe,Rooxon,,exact,1.0,,https://sketchfab.com/3d-models/none-83e050c7de7c4107a422c264d41f6cf6
Starships,individual,Individuals/Scythe (Star Destroyer),Scythe,(FREE) Death Saber Scythe,Rooxon,,exact,1.0,,https://sketchfab.com/3d-models/none-83e050c7de7c4107a422c264d41f6cf6
Starships,individual,Individuals/Scythe (Strike-class),Scythe,(FREE) Death Saber Scythe,Rooxon,,exact,1.0,,https://sketchfab.com/3d-models/none-83e050c7de7c4107a422c264d41f6cf6
Starships,individual,Individuals/Sea Killer,Sea Killer,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Sea-Breaker,Sea-Breaker,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Second Breath,Second Breath,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Second Death,Second Death,Death Star Trench Run Loop! - 2,andersdt,,weak,0.5,,https://sketchfab.com/3d-models/none-3d7643485e964f85b9a2df6c5e0312ec
Starships,individual,Individuals/Seeker (YT-1300 light freighter),Seeker,ID-9 Seeker Droid,Rin,,exact,1.0,,https://sketchfab.com/3d-models/none-2f1b5c4337554f869a977234bd0d746b
Starships,individual,Individuals/Seeker Cub,Seeker Cub,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Seer (Viper),Seer (Viper),SWBF2 - Viper Droid,jay2307,,weak,0.5,,https://sketchfab.com/3d-models/none-d2de16581b574e2584ef75d87e358356
Starships,individual,Individuals/Selfless,Selfless,Venator-Class Star Destroyer,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-5c2d88be90384395a2b4c23c7203e7d6
Starships,individual,Individuals/Selu,Selu,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Sendant Pride,Sendant Pride,STAR WARS DROIDE B2 BY OSCAR CREATIVO,OSCAR CREATIVO,,inherited,1.0,,https://sketchfab.com/3d-models/none-bb52ea58e9f04427b9b9bf4b829e0810
Starships,individual,Individuals/Seniag,Seniag,Star Wars: BFF-1 Bulk Freighter,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,individual,Individuals/Senin Vant's Porax-38 starfighter,Senin Vant's Porax-38 starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Sentinel (Acclamator-class),Sentinel,Sentinel Combat Frigate,mohamedhussien,,exact,1.0,,https://sketchfab.com/3d-models/none-8e0b22df5b2a419da06cf73bcf63cebf
Starships,individual,Individuals/Sentinel (Bakura-class),Sentinel,Sentinel Combat Frigate,mohamedhussien,,exact,1.0,,https://sketchfab.com/3d-models/none-8e0b22df5b2a419da06cf73bcf63cebf
Starships,individual,Individuals/Sentinel (EF76 Nebulon-B escort frigate),Sentinel,Sentinel Combat Frigate,mohamedhussien,,exact,1.0,,https://sketchfab.com/3d-models/none-8e0b22df5b2a419da06cf73bcf63cebf
Starships,individual,Individuals/Sentinel (Interdictor cruiser),Sentinel,Sentinel Combat Frigate,mohamedhussien,,exact,1.0,,https://sketchfab.com/3d-models/none-8e0b22df5b2a419da06cf73bcf63cebf
Starships,individual,Individuals/Sentinel (Victory-class),Sentinel,Sentinel Combat Frigate,mohamedhussien,,exact,1.0,,https://sketchfab.com/3d-models/none-8e0b22df5b2a419da06cf73bcf63cebf
Starships,individual,Individuals/Sentry Droid (starship),Sentry Droid,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Separatist Nightmare (Legends),Separatist Nightmare,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Serenade,Serenade,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Serendipity,Serendipity,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Serpent's Smile,Serpent's Smile,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Service with a Smile,Service with a Smile,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Service with a Smile (Legends),Service with a Smile,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Seswennan Nightcloak,Seswennan Nightcloak,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Shaak Ti's Eta-2 Actis-class light interceptor,Shaak Ti's Eta-2 Actis-class; light interceptor,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Shadow (MC40a light cruiser),Shadow,-Star Wars- Dark Empire Shadow Droid,ARKON MAREK,,exact,1.0,,https://sketchfab.com/3d-models/none-290d87db98d24fc199243031cfb4df04
Starships,individual,Individuals/Shadow (Nebulon-B2 frigate),Shadow,-Star Wars- Dark Empire Shadow Droid,ARKON MAREK,,exact,1.0,,https://sketchfab.com/3d-models/none-290d87db98d24fc199243031cfb4df04
Starships,individual,Individuals/Shadow (light freighter),Shadow,-Star Wars- Dark Empire Shadow Droid,ARKON MAREK,,exact,1.0,,https://sketchfab.com/3d-models/none-290d87db98d24fc199243031cfb4df04
Starships,individual,Individuals/Shadow Raptor,Shadow Raptor,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Shadow Three (Shadow wing),Shadow Three,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Shadow Two (Shadow wing),Shadow Two,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Shadowblade,Shadowblade,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Shakker,Shakker,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Shan's Star Destroyer,Shan's Star Destroyer,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Shannador's Revenge,Shannador's Revenge,Harrrower Class Dreadnaught,Kalashnikov 3D,,inherited,1.0,,https://sketchfab.com/3d-models/none-6e230cc7f6b84649bbab92a5f5ee6347
Starships,individual,Individuals/Shara Bey's A-wing,Shara Bey's A-wing,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Shawnkyr's clawcraft,Shawnkyr's clawcraft,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Shelltooth,Shelltooth,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Shepherd,Shepherd,Call Of Duty: MW2R - General Shepherd,thientrung2004pr,,exact,1.0,,https://sketchfab.com/3d-models/none-25eeb97d7f6a482996af9dbf7a907f33
Starships,individual,Individuals/Shieldmaiden,Shieldmaiden,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Shifty Prince,Shifty Prince,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Shin Hati's Fiend fighter,Shin Hati's Fiend fighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,type,Types/A-SF-01 B-wing starfighter,A/SF-01 B-wing starfighter,A/SF-01 B-wing starfighter,DrEgguin,,exact,1.0,,https://sketchfab.com/3d-models/none-af8de96df4424197aad06e6e0d25e22e
Starships,type,Types/A-SF-01 B-wing starfighter (Legends),A/SF-01 B-wing starfighter,A/SF-01 B-wing starfighter,DrEgguin,,exact,1.0,,https://sketchfab.com/3d-models/none-af8de96df4424197aad06e6e0d25e22e
Starships,type,Types/Action IV transport,Action IV transport,Star Wars: Action IV Transport,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-e05dada955014ca78bc03d9577ca3c6a
Starships,type,Types/Alpha-class Xg-1 Star Wing,Alpha-class Xg-1 Star Wing,Star Wars: Alpha-class Xg-1 Star Wing,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-b07306d348a44991ae7d0bbcff95fe90
Starships,type,Types/Alpha-class Xg-1 Star Wing (Legends),Alpha-class Xg-1 Star Wing,Star Wars: Alpha-class Xg-1 Star Wing,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-b07306d348a44991ae7d0bbcff95fe90
Starships,type,Types/Alpha-class heavy transport,Alpha-class heavy transport,Alpha Class XG-1 Star Wing,Cpt.Kirk,,strong,0.684,,https://sketchfab.com/3d-models/none-c920722d62fa43379703aa3308ee693a
Starships,type,Types/Arquitens-class command cruiser,Arquitens-class command cruiser,Imperial Arquitens-class Command Cruiser,gavinpgamer1,,exact,1.0,,https://sketchfab.com/3d-models/none-c05a0aa234404ae884c4469b099b67ea
Starships,type,Types/Arquitens-class light cruiser,Arquitens-class light cruiser,Arquitens-Class Light Cruiser,A308 Digital,,exact,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,type,Types/Arquitens-class light cruiser (Legends),Arquitens-class light cruiser,Arquitens-Class Light Cruiser,A308 Digital,,exact,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,type,Types/Arrestor cruiser,Arrestor cruiser,Cantwell-class Arrestor Cruiser [Star Wars] ZEO,ZEO CMF,,exact,1.0,,https://sketchfab.com/3d-models/none-a8fb9ecdf203401794d495b63b17eb5a
Starships,type,Types/Assault Transport (Empire),Assault Transport,Low Altitude Assault Transport- Diorama,SpatialNeglect,,exact,1.0,,https://sketchfab.com/3d-models/none-66638b9660ed4608843ef2ed8ec34c0a
Starships,type,Types/Assault frigate,Assault frigate,Assault_Frigate_Model,flannelandfilm,,exact,1.0,,https://sketchfab.com/3d-models/none-3602f36759714da29d3a21d760aeaabc
Starships,type,Types/Assault frigate (Legends),Assault frigate,Assault_Frigate_Model,flannelandfilm,,exact,1.0,,https://sketchfab.com/3d-models/none-3602f36759714da29d3a21d760aeaabc
Starships,type,Types/Assault gunboat,Assault gunboat,Assault Gunboat Cockpit Version 1,MichaelEGA,,exact,1.0,,https://sketchfab.com/3d-models/none-2c855ee6ad6a4309822906668ff4be1d
Starships,type,Types/Assault ship,Assault ship,Republic Assault Ship,StarWars-Universe,,exact,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,type,Types/Assault ship (Legends),Assault ship,Republic Assault Ship,StarWars-Universe,,exact,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,type,Types/Assault shuttle,Assault shuttle,Star Wars: Gamma-class Assault Shuttle,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-1a0571dca4c0436d8faff6fdbb948c17
Starships,type,Types/Assault shuttle (Legends),Assault shuttle,Star Wars: Gamma-class Assault Shuttle,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-1a0571dca4c0436d8faff6fdbb948c17
Starships,type,Types/Assault transport,Assault transport,Low Altitude Assault Transport- Diorama,SpatialNeglect,,exact,1.0,,https://sketchfab.com/3d-models/none-66638b9660ed4608843ef2ed8ec34c0a
Starships,type,Types/BFF-1 bulk freighter,BFF-1 bulk freighter,Star Wars: BFF-1 Bulk Freighter,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,type,Types/BFF-1 bulk freighter (Legends),BFF-1 bulk freighter,Star Wars: BFF-1 Bulk Freighter,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,type,Types/BTL Y-wing starfighter,BTL Y-wing starfighter,Y-wing Starfighter - Star Wars,Quiznos323,,weak,0.697,,https://sketchfab.com/3d-models/none-50f7cebe61044d21801a301162212be2
Starships,type,Types/BTL Y-wing starfighter (Legends),BTL Y-wing starfighter,Y-wing Starfighter - Star Wars,Quiznos323,,weak,0.697,,https://sketchfab.com/3d-models/none-50f7cebe61044d21801a301162212be2
Starships,type,Types/Battle-class ship,Battle-class ship,Munificent-Class Star Frigate,A308 Digital,,strong,1.0,,https://sketchfab.com/3d-models/none-44d5db77bb1342e5a6e58c24a0dcb256
Starships,type,Types/Battlecarrier,Battlecarrier,Cippetty Class Battlecarrier,Mea,,exact,1.0,,https://sketchfab.com/3d-models/none-6bcae1409a3c4c7fb6313b7389070b49
Starships,type,Types/Battlecruiser,Battlecruiser,Donachet Battlecruiser,gavinpgamer1,,strong,1.0,,https://sketchfab.com/3d-models/none-44a6db481777492c8bd027e2b26054c1
Starships,type,Types/Battleship,Battleship,Space Battleship Yamato 2205,DJ-CheeF,,strong,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,type,Types/Battleship (Legends),Battleship,Space Battleship Yamato 2205,DJ-CheeF,,strong,1.0,,https://sketchfab.com/3d-models/none-526cf6c315dd4056848f1431140d1965
Starships,type,Types/Belbullab-22 starfighter (Legends),Belbullab-22 starfighter,Belbullab-22 Starfighter (Soulless One),DrEgguin,,exact,1.0,,https://sketchfab.com/3d-models/none-2785243f8c8944c788cb0cbab3100cb4
Starships,type,Types/Bes'uliik,Bes'uliik,Star Wars The Mandalorian - Beskar Safe,gauvain_boiche,,weak,0.5,,https://sketchfab.com/3d-models/none-b7d3e3e61fae4194991bebc48954ec7a
